protein_id,outcome_id,outcome_type,outcome_name,evidence,source
KDR - kinase insert domain receptor (human),Intestinal Neoplasms,Disease,Intestinal Neoplasms,MESH:D007414,CTD
KDR - kinase insert domain receptor (human),Intracranial Hypertension,Disease,Intracranial Hypertension,MESH:D019586,CTD
KDR - kinase insert domain receptor (human),Kidney disorder involving deposition of calcium and oxalate or phosphate in the renal tubules,Disease,Kidney disorder involving deposition of calcium and oxalate or phosphate in the renal tubules,MESH:C531755,CTD
KDR - kinase insert domain receptor (human),Kidney Neoplasms,Disease,Kidney Neoplasms,MESH:D007680,CTD
KDR - kinase insert domain receptor (human),Laryngeal Neoplasms,Disease,Laryngeal Neoplasms,MESH:D007822,CTD
KDR - kinase insert domain receptor (human),Leukemia,Disease,Leukemia,MESH:D007938,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Erythroblastic, Acute",Disease,"Leukemia, Erythroblastic, Acute",MESH:D004915,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Experimental",Disease,"Leukemia, Experimental",MESH:D007942,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Hairy Cell",Disease,"Leukemia, Hairy Cell",MESH:D007943,CTD
KDR - kinase insert domain receptor (human),Leukemia L1210,Disease,Leukemia L1210,MESH:D007939,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Lymphocytic, Chronic, B-Cell",Disease,"Leukemia, Lymphocytic, Chronic, B-Cell",MESH:D015451,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Lymphoid",Disease,"Leukemia, Lymphoid",MESH:D007945,CTD
KDR - kinase insert domain receptor (human),"Leukemia-Lymphoma, Adult T-Cell",Disease,"Leukemia-Lymphoma, Adult T-Cell",MESH:D015459,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Monocytic, Acute",Disease,"Leukemia, Monocytic, Acute",MESH:D007948,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Disease,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Myeloid",Disease,"Leukemia, Myeloid",MESH:D007951,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Myeloid, Acute",Disease,"Leukemia, Myeloid, Acute",MESH:D015470,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",Disease,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",MESH:D054438,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Myelomonocytic, Chronic",Disease,"Leukemia, Myelomonocytic, Chronic",MESH:D015477,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Myelomonocytic, Juvenile",Disease,"Leukemia, Myelomonocytic, Juvenile",MESH:D054429,CTD
KDR - kinase insert domain receptor (human),Leukemia P388,Disease,Leukemia P388,MESH:D007941,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Plasma Cell",Disease,"Leukemia, Plasma Cell",MESH:D007952,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Prolymphocytic, T-Cell",Disease,"Leukemia, Prolymphocytic, T-Cell",MESH:D015461,CTD
KDR - kinase insert domain receptor (human),"Leukemia, Promyelocytic, Acute",Disease,"Leukemia, Promyelocytic, Acute",MESH:D015473,CTD
KDR - kinase insert domain receptor (human),"Leukemia, T-Cell",Disease,"Leukemia, T-Cell",MESH:D015458,CTD
KDR - kinase insert domain receptor (human),Leydig Cell Tumor,Disease,Leydig Cell Tumor,MESH:D007984,CTD
KDR - kinase insert domain receptor (human),Liver Neoplasms,Disease,Liver Neoplasms,MESH:D008113,CTD
KDR - kinase insert domain receptor (human),"Liver Neoplasms, Experimental",Disease,"Liver Neoplasms, Experimental",marker/mechanism;MESH:D008114,CTD
KDR - kinase insert domain receptor (human),Lung agenesis,Disease,Lung agenesis,MESH:C562992,CTD
KDR - kinase insert domain receptor (human),Lung Diseases,Disease,Lung Diseases,MESH:D008171,CTD
KDR - kinase insert domain receptor (human),"Lung Diseases, Fungal",Disease,"Lung Diseases, Fungal",MESH:D008172,CTD
KDR - kinase insert domain receptor (human),"Lung Diseases, Interstitial",Disease,"Lung Diseases, Interstitial",MESH:D017563,CTD
KDR - kinase insert domain receptor (human),"Lung Diseases, Obstructive",Disease,"Lung Diseases, Obstructive",MESH:D008173,CTD
KDR - kinase insert domain receptor (human),Lung Injury,Disease,Lung Injury,MESH:D055370,CTD
KDR - kinase insert domain receptor (human),Lung Neoplasms,Disease,Lung Neoplasms,marker/mechanism;MESH:D008175,CTD
KDR - kinase insert domain receptor (human),Lymphatic Metastasis,Disease,Lymphatic Metastasis,MESH:D008207,CTD
KDR - kinase insert domain receptor (human),Lymphoma,Disease,Lymphoma,MESH:D008223,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, AIDS-Related",Disease,"Lymphoma, AIDS-Related",MESH:D016483,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, B-Cell",Disease,"Lymphoma, B-Cell",MESH:D016393,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, Extranodal NK-T-Cell",Disease,"Lymphoma, Extranodal NK-T-Cell",MESH:D054391,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, Follicular",Disease,"Lymphoma, Follicular",MESH:D008224,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, Large B-Cell, Diffuse",Disease,"Lymphoma, Large B-Cell, Diffuse",MESH:D016403,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, Large-Cell, Anaplastic",Disease,"Lymphoma, Large-Cell, Anaplastic",MESH:D017728,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, Mantle-Cell",Disease,"Lymphoma, Mantle-Cell",MESH:D020522,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, Non-Hodgkin",Disease,"Lymphoma, Non-Hodgkin",MESH:D008228,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, Primary Effusion",Disease,"Lymphoma, Primary Effusion",MESH:D054685,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, T-Cell",Disease,"Lymphoma, T-Cell",MESH:D016399,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, T-Cell, Cutaneous",Disease,"Lymphoma, T-Cell, Cutaneous",MESH:D016410,CTD
KDR - kinase insert domain receptor (human),"Lymphoma, T-Cell, Peripheral",Disease,"Lymphoma, T-Cell, Peripheral",MESH:D016411,CTD
KDR - kinase insert domain receptor (human),"Mammary Neoplasms, Animal",Disease,"Mammary Neoplasms, Animal",MESH:D015674,CTD
KDR - kinase insert domain receptor (human),"Mammary Neoplasms, Experimental",Disease,"Mammary Neoplasms, Experimental",MESH:D008325,CTD
KDR - kinase insert domain receptor (human),Massive Hepatic Necrosis,Disease,Massive Hepatic Necrosis,MESH:D047508,CTD
KDR - kinase insert domain receptor (human),Maxillary Sinus Neoplasms,Disease,Maxillary Sinus Neoplasms,MESH:D008444,CTD
KDR - kinase insert domain receptor (human),Meningeal Carcinomatosis,Disease,Meningeal Carcinomatosis,MESH:D055756,CTD
KDR - kinase insert domain receptor (human),Mesenteric Vascular Occlusion,Disease,Mesenteric Vascular Occlusion,MESH:D008641,CTD
KDR - kinase insert domain receptor (human),Mouth Neoplasms,Disease,Mouth Neoplasms,MESH:D009062,CTD
KDR - kinase insert domain receptor (human),Nasopharyngeal Carcinoma,Disease,Nasopharyngeal Carcinoma,MESH:D000077274,CTD
KDR - kinase insert domain receptor (human),Nasopharyngeal Neoplasms,Disease,Nasopharyngeal Neoplasms,MESH:D009303,CTD
KDR - kinase insert domain receptor (human),Neoplasm Invasiveness,Disease,Neoplasm Invasiveness,MESH:D009361,CTD
KDR - kinase insert domain receptor (human),Neoplasm Metastasis,Disease,Neoplasm Metastasis,MESH:D009362,CTD
KDR - kinase insert domain receptor (human),Neoplasm Micrometastasis,Disease,Neoplasm Micrometastasis,MESH:D061206,CTD
KDR - kinase insert domain receptor (human),"Neoplasm Recurrence, Local",Disease,"Neoplasm Recurrence, Local",MESH:D009364,CTD
KDR - kinase insert domain receptor (human),Neoplasms,Disease,Neoplasms,MESH:D009369,CTD
KDR - kinase insert domain receptor (human),"Neoplasms, Bone Tissue",Disease,"Neoplasms, Bone Tissue",MESH:D018213,CTD
KDR - kinase insert domain receptor (human),"Neoplasms, Experimental",Disease,"Neoplasms, Experimental",MESH:D009374,CTD
KDR - kinase insert domain receptor (human),"Neoplasms, Glandular and Epithelial",Disease,"Neoplasms, Glandular and Epithelial",MESH:D009375,CTD
KDR - kinase insert domain receptor (human),"Neoplasms, Hormone-Dependent",Disease,"Neoplasms, Hormone-Dependent",MESH:D009376,CTD
KDR - kinase insert domain receptor (human),"Neoplasms, Mesothelial",Disease,"Neoplasms, Mesothelial",MESH:D018301,CTD
KDR - kinase insert domain receptor (human),"Neoplasms, Multiple Primary",Disease,"Neoplasms, Multiple Primary",MESH:D009378,CTD
KDR - kinase insert domain receptor (human),"Neovascularization, Pathologic",Disease,"Neovascularization, Pathologic",marker/mechanism;MESH:D009389,CTD
KDR - kinase insert domain receptor (human),Nervous System Neoplasms,Disease,Nervous System Neoplasms,MESH:D009423,CTD
KDR - kinase insert domain receptor (human),"Neuroectodermal Tumor, Melanotic",Disease,"Neuroectodermal Tumor, Melanotic",MESH:D017600,CTD
KDR - kinase insert domain receptor (human),Neuroectodermal Tumors,Disease,Neuroectodermal Tumors,MESH:D017599,CTD
KDR - kinase insert domain receptor (human),"Neuroectodermal Tumors, Primitive",Disease,"Neuroectodermal Tumors, Primitive",MESH:D018242,CTD
KDR - kinase insert domain receptor (human),"Neuroectodermal Tumors, Primitive, Peripheral",Disease,"Neuroectodermal Tumors, Primitive, Peripheral",MESH:D018241,CTD
KDR - kinase insert domain receptor (human),Neuroendocrine Tumors,Disease,Neuroendocrine Tumors,MESH:D018358,CTD
KDR - kinase insert domain receptor (human),Neutropenia,Disease,Neutropenia,MESH:D009503,CTD
KDR - kinase insert domain receptor (human),Nose Neoplasms,Disease,Nose Neoplasms,MESH:D009669,CTD
KDR - kinase insert domain receptor (human),Ocular Hypertension,Disease,Ocular Hypertension,MESH:D009798,CTD
KDR - kinase insert domain receptor (human),Ovarian Neoplasms,Disease,Ovarian Neoplasms,marker/mechanism;MESH:D010051,CTD
KDR - kinase insert domain receptor (human),"Pancreatic cancer, adult",Disease,"Pancreatic cancer, adult",MESH:C535836,CTD
KDR - kinase insert domain receptor (human),Pancreatic Neoplasms,Disease,Pancreatic Neoplasms,therapeutic;MESH:D010190,CTD
KDR - kinase insert domain receptor (human),"Paraganglioma, Extra-Adrenal",Disease,"Paraganglioma, Extra-Adrenal",MESH:D010236,CTD
KDR - kinase insert domain receptor (human),Parotid Neoplasms,Disease,Parotid Neoplasms,MESH:D010307,CTD
KDR - kinase insert domain receptor (human),Peripheral Vascular Diseases,Disease,Peripheral Vascular Diseases,MESH:D016491,CTD
KDR - kinase insert domain receptor (human),Peritoneal Neoplasms,Disease,Peritoneal Neoplasms,MESH:D010534,CTD
KDR - kinase insert domain receptor (human),Pharyngeal Neoplasms,Disease,Pharyngeal Neoplasms,MESH:D010610,CTD
KDR - kinase insert domain receptor (human),Phyllodes Tumor,Disease,Phyllodes Tumor,MESH:D003557,CTD
KDR - kinase insert domain receptor (human),Pituitary Neoplasms,Disease,Pituitary Neoplasms,MESH:D010911,CTD
KDR - kinase insert domain receptor (human),Pleural Neoplasms,Disease,Pleural Neoplasms,MESH:D010997,CTD
KDR - kinase insert domain receptor (human),"Porphyrias, Hepatic",Disease,"Porphyrias, Hepatic",MESH:D017094,CTD
KDR - kinase insert domain receptor (human),Precancerous Conditions,Disease,Precancerous Conditions,MESH:D011230,CTD
KDR - kinase insert domain receptor (human),Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,Disease,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D015452,CTD
KDR - kinase insert domain receptor (human),Precursor Cell Lymphoblastic Leukemia-Lymphoma,Disease,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,CTD
KDR - kinase insert domain receptor (human),Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,Disease,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054218,CTD
KDR - kinase insert domain receptor (human),"Pregnancy Complications, Cardiovascular",Disease,"Pregnancy Complications, Cardiovascular",MESH:D011249,CTD
KDR - kinase insert domain receptor (human),Prostatic Neoplasms,Disease,Prostatic Neoplasms,MESH:D011471,CTD
KDR - kinase insert domain receptor (human),Pseudolymphoma,Disease,Pseudolymphoma,MESH:D019310,CTD
KDR - kinase insert domain receptor (human),Pseudotumor Cerebri,Disease,Pseudotumor Cerebri,MESH:D011559,CTD
KDR - kinase insert domain receptor (human),Pulmonary Arterial Hypertension,Disease,Pulmonary Arterial Hypertension,MESH:D000081029,CTD
KDR - kinase insert domain receptor (human),Rectal Neoplasms,Disease,Rectal Neoplasms,MESH:D012004,CTD
KDR - kinase insert domain receptor (human),Renal Aminoacidurias,Disease,Renal Aminoacidurias,MESH:D000608,CTD
KDR - kinase insert domain receptor (human),Renal Artery Obstruction,Disease,Renal Artery Obstruction,MESH:D012078,CTD
KDR - kinase insert domain receptor (human),Renal hypouricemia,Disease,Renal hypouricemia,MESH:C537757,CTD
KDR - kinase insert domain receptor (human),Renal Insufficiency,Disease,Renal Insufficiency,MESH:D051437,CTD
KDR - kinase insert domain receptor (human),"Renal Insufficiency, Chronic",Disease,"Renal Insufficiency, Chronic",MESH:D051436,CTD
KDR - kinase insert domain receptor (human),Retinal Neovascularization,Disease,Retinal Neovascularization,MESH:D015861,CTD
KDR - kinase insert domain receptor (human),Salivary Gland Neoplasms,Disease,Salivary Gland Neoplasms,MESH:D012468,CTD
KDR - kinase insert domain receptor (human),Sebaceous Gland Neoplasms,Disease,Sebaceous Gland Neoplasms,MESH:D012626,CTD
KDR - kinase insert domain receptor (human),Sigmoid Neoplasms,Disease,Sigmoid Neoplasms,MESH:D012811,CTD
KDR - kinase insert domain receptor (human),"Sinus Arrest, Cardiac",Disease,"Sinus Arrest, Cardiac",MESH:D054138,CTD
KDR - kinase insert domain receptor (human),"Skin Diseases, Vascular",Disease,"Skin Diseases, Vascular",MESH:D017445,CTD
KDR - kinase insert domain receptor (human),Skin Neoplasms,Disease,Skin Neoplasms,MESH:D012878,CTD
KDR - kinase insert domain receptor (human),Small Cell Lung Carcinoma,Disease,Small Cell Lung Carcinoma,MESH:D055752,CTD
KDR - kinase insert domain receptor (human),Soft Tissue Neoplasms,Disease,Soft Tissue Neoplasms,MESH:D012983,CTD
KDR - kinase insert domain receptor (human),Splenic Neoplasms,Disease,Splenic Neoplasms,MESH:D013160,CTD
KDR - kinase insert domain receptor (human),Squamous Cell Carcinoma of Head and Neck,Disease,Squamous Cell Carcinoma of Head and Neck,MESH:D000077195,CTD
KDR - kinase insert domain receptor (human),Stomach Neoplasms,Disease,Stomach Neoplasms,MESH:D013274,CTD
KDR - kinase insert domain receptor (human),Testicular Neoplasms,Disease,Testicular Neoplasms,MESH:D013736,CTD
KDR - kinase insert domain receptor (human),Thymus Neoplasms,Disease,Thymus Neoplasms,MESH:D013953,CTD
KDR - kinase insert domain receptor (human),"Thyroid cancer, follicular",Disease,"Thyroid cancer, follicular",MESH:C572845,CTD
KDR - kinase insert domain receptor (human),"Thyroid cancer, medullary",Disease,"Thyroid cancer, medullary",MESH:C536914,CTD
KDR - kinase insert domain receptor (human),"Thyroid Cancer, Papillary",Disease,"Thyroid Cancer, Papillary",MESH:D000077273,CTD
KDR - kinase insert domain receptor (human),Thyroid Diseases,Disease,Thyroid Diseases,MESH:D013959,CTD
KDR - kinase insert domain receptor (human),Thyroid Dysgenesis,Disease,Thyroid Dysgenesis,MESH:D050033,CTD
KDR - kinase insert domain receptor (human),"Thyroid Hormone Metabolism, Abnormal",Disease,"Thyroid Hormone Metabolism, Abnormal",MESH:C566454,CTD
KDR - kinase insert domain receptor (human),Thyroiditis,Disease,Thyroiditis,MESH:D013966,CTD
KDR - kinase insert domain receptor (human),"Thyroiditis, Autoimmune",Disease,"Thyroiditis, Autoimmune",MESH:D013967,CTD
KDR - kinase insert domain receptor (human),Thyroid Neoplasms,Disease,Thyroid Neoplasms,MESH:D013964,CTD
KDR - kinase insert domain receptor (human),Tongue Neoplasms,Disease,Tongue Neoplasms,MESH:D014062,CTD
KDR - kinase insert domain receptor (human),Triple Negative Breast Neoplasms,Disease,Triple Negative Breast Neoplasms,MESH:D064726,CTD
KDR - kinase insert domain receptor (human),Tumor Lysis Syndrome,Disease,Tumor Lysis Syndrome,MESH:D015275,CTD
KDR - kinase insert domain receptor (human),Ureteral Neoplasms,Disease,Ureteral Neoplasms,MESH:D014516,CTD
KDR - kinase insert domain receptor (human),Urinary Bladder Neoplasms,Disease,Urinary Bladder Neoplasms,MESH:D001749,CTD
KDR - kinase insert domain receptor (human),Urogenital Neoplasms,Disease,Urogenital Neoplasms,MESH:D014565,CTD
KDR - kinase insert domain receptor (human),Urologic Neoplasms,Disease,Urologic Neoplasms,MESH:D014571,CTD
KDR - kinase insert domain receptor (human),Uterine Cervical Neoplasms,Disease,Uterine Cervical Neoplasms,MESH:D002583,CTD
KDR - kinase insert domain receptor (human),Uterine Neoplasms,Disease,Uterine Neoplasms,MESH:D014594,CTD
KDR - kinase insert domain receptor (human),Uveal Neoplasms,Disease,Uveal Neoplasms,MESH:D014604,CTD
KDR - kinase insert domain receptor (human),Vaginal Neoplasms,Disease,Vaginal Neoplasms,MESH:D014625,CTD
KDR - kinase insert domain receptor (human),Vascular Calcification,Disease,Vascular Calcification,MESH:D061205,CTD
KDR - kinase insert domain receptor (human),Vascular Diseases,Disease,Vascular Diseases,MESH:D014652,CTD
KDR - kinase insert domain receptor (human),Vascular Malformations,Disease,Vascular Malformations,MESH:D054079,CTD
KDR - kinase insert domain receptor (human),Vascular Neoplasms,Disease,Vascular Neoplasms,MESH:D019043,CTD
KDR - kinase insert domain receptor (human),Vascular Remodeling,Disease,Vascular Remodeling,MESH:D066253,CTD
KDR - kinase insert domain receptor (human),Vascular System Injuries,Disease,Vascular System Injuries,MESH:D057772,CTD
KDR - kinase insert domain receptor (human),Wilms Tumor,Disease,Wilms Tumor,MESH:D009396,CTD
KIF5B - kinesin family member 5B (human),Abdominal Neoplasms,Disease,Abdominal Neoplasms,MESH:D000008,CTD
KIF5B - kinesin family member 5B (human),Acute Lung Injury,Disease,Acute Lung Injury,MESH:D055371,CTD
KIF5B - kinesin family member 5B (human),Adenocarcinoma,Disease,Adenocarcinoma,MESH:D000230,CTD
KIF5B - kinesin family member 5B (human),"Adenocarcinoma, Bronchiolo-Alveolar",Disease,"Adenocarcinoma, Bronchiolo-Alveolar",MESH:D002282,CTD
KIF5B - kinesin family member 5B (human),Adenocarcinoma of Lung,Disease,Adenocarcinoma of Lung,MESH:D000077192,CTD
KIF5B - kinesin family member 5B (human),"Adenocarcinoma, Papillary",Disease,"Adenocarcinoma, Papillary",MESH:D000231,CTD
KIF5B - kinesin family member 5B (human),Adrenal Cortex Diseases,Disease,Adrenal Cortex Diseases,MESH:D000303,CTD
KIF5B - kinesin family member 5B (human),Adrenal Gland Diseases,Disease,Adrenal Gland Diseases,MESH:D000307,CTD
KIF5B - kinesin family member 5B (human),Adrenal Gland Neoplasms,Disease,Adrenal Gland Neoplasms,MESH:D000310,CTD
KIF5B - kinesin family member 5B (human),Adrenal Insufficiency,Disease,Adrenal Insufficiency,MESH:D000309,CTD
KIF5B - kinesin family member 5B (human),Adrenocortical Carcinoma,Disease,Adrenocortical Carcinoma,MESH:D018268,CTD
KIF5B - kinesin family member 5B (human),Anemia,Disease,Anemia,MESH:D000740,CTD
KIF5B - kinesin family member 5B (human),"Anemia, Aplastic",Disease,"Anemia, Aplastic",MESH:D000741,CTD
KIF5B - kinesin family member 5B (human),"Anemia, Hemolytic",Disease,"Anemia, Hemolytic",MESH:D000743,CTD
KIF5B - kinesin family member 5B (human),"Anemia, Hemolytic, Autoimmune",Disease,"Anemia, Hemolytic, Autoimmune",MESH:D000744,CTD
KIF5B - kinesin family member 5B (human),"Anemia, Hypochromic",Disease,"Anemia, Hypochromic",MESH:D000747,CTD
KIF5B - kinesin family member 5B (human),"Anemia, Iron-Deficiency",Disease,"Anemia, Iron-Deficiency",MESH:D018798,CTD
KIF5B - kinesin family member 5B (human),"Anemia, Macrocytic",Disease,"Anemia, Macrocytic",MESH:D000748,CTD
KIF5B - kinesin family member 5B (human),"Anemia, Megaloblastic",Disease,"Anemia, Megaloblastic",MESH:D000749,CTD
KIF5B - kinesin family member 5B (human),"Anemia, Sickle Cell",Disease,"Anemia, Sickle Cell",MESH:D000755,CTD
KIF5B - kinesin family member 5B (human),"Anemia, Sideroblastic",Disease,"Anemia, Sideroblastic",MESH:D000756,CTD
KIF5B - kinesin family member 5B (human),Anus Neoplasms,Disease,Anus Neoplasms,MESH:D001005,CTD
KIF5B - kinesin family member 5B (human),"Arrhythmias, Cardiac",Disease,"Arrhythmias, Cardiac",MESH:D001145,CTD
KIF5B - kinesin family member 5B (human),Autoimmune Diseases,Disease,Autoimmune Diseases,MESH:D001327,CTD
KIF5B - kinesin family member 5B (human),Basal Cell Carcinoma,Disease,Basal Cell Carcinoma,MESH:D002280,CTD
KIF5B - kinesin family member 5B (human),Bone Marrow Neoplasms,Disease,Bone Marrow Neoplasms,MESH:D019046,CTD
KIF5B - kinesin family member 5B (human),Bone Neoplasms,Disease,Bone Neoplasms,MESH:D001859,CTD
KIF5B - kinesin family member 5B (human),Brain Neoplasms,Disease,Brain Neoplasms,MESH:D001932,CTD
KIF5B - kinesin family member 5B (human),Breast Neoplasms,Disease,Breast Neoplasms,MESH:D001943,CTD
KIF5B - kinesin family member 5B (human),"Breast Neoplasms, Male",Disease,"Breast Neoplasms, Male",MESH:D018567,CTD
KIF5B - kinesin family member 5B (human),Burkitt Lymphoma,Disease,Burkitt Lymphoma,MESH:D002051,CTD
KIF5B - kinesin family member 5B (human),Carcinoid Tumor,Disease,Carcinoid Tumor,MESH:D002276,CTD
KIF5B - kinesin family member 5B (human),Carcinoma,Disease,Carcinoma,MESH:D002277,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Ductal",Disease,"Carcinoma, Ductal",MESH:D044584,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Ductal, Breast",Disease,"Carcinoma, Ductal, Breast",MESH:D018270,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Ehrlich Tumor",Disease,"Carcinoma, Ehrlich Tumor",MESH:D002286,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Embryonal",Disease,"Carcinoma, Embryonal",MESH:D018236,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Endometrioid",Disease,"Carcinoma, Endometrioid",MESH:D018269,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Hepatocellular",Disease,"Carcinoma, Hepatocellular",MESH:D006528,CTD
KIF5B - kinesin family member 5B (human),Carcinoma in Situ,Disease,Carcinoma in Situ,MESH:D002278,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Lewis Lung",Disease,"Carcinoma, Lewis Lung",MESH:D018827,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Merkel Cell",Disease,"Carcinoma, Merkel Cell",MESH:D015266,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Non-Small-Cell Lung",Disease,"Carcinoma, Non-Small-Cell Lung",marker/mechanism;MESH:D002289,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Ovarian Epithelial",Disease,"Carcinoma, Ovarian Epithelial",MESH:D000077216,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Renal Cell",Disease,"Carcinoma, Renal Cell",MESH:D002292,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Squamous Cell",Disease,"Carcinoma, Squamous Cell",MESH:D002294,CTD
KIF5B - kinesin family member 5B (human),"Carcinoma, Transitional Cell",Disease,"Carcinoma, Transitional Cell",MESH:D002295,CTD
KIF5B - kinesin family member 5B (human),Cardiac Conduction System Disease,Disease,Cardiac Conduction System Disease,MESH:D000075224,CTD
KIF5B - kinesin family member 5B (human),"Cardiac Output, High",Disease,"Cardiac Output, High",MESH:D016534,CTD
KIF5B - kinesin family member 5B (human),"Cardiac Output, Low",Disease,"Cardiac Output, Low",MESH:D002303,CTD
KIF5B - kinesin family member 5B (human),Cardio-Renal Syndrome,Disease,Cardio-Renal Syndrome,MESH:D059347,CTD
KIF5B - kinesin family member 5B (human),Cardiovascular Abnormalities,Disease,Cardiovascular Abnormalities,MESH:D018376,CTD
KIF5B - kinesin family member 5B (human),Cardiovascular Diseases,Disease,Cardiovascular Diseases,MESH:D002318,CTD
KIF5B - kinesin family member 5B (human),Central Nervous System Neoplasms,Disease,Central Nervous System Neoplasms,MESH:D016543,CTD
KIF5B - kinesin family member 5B (human),Cerebrovascular Disorders,Disease,Cerebrovascular Disorders,MESH:D002561,CTD
KIF5B - kinesin family member 5B (human),Cholangiocarcinoma,Disease,Cholangiocarcinoma,MESH:D018281,CTD
KIF5B - kinesin family member 5B (human),"Cholestasis, Intrahepatic",Disease,"Cholestasis, Intrahepatic",MESH:D002780,CTD
KIF5B - kinesin family member 5B (human),"Cholestasis, progressive familial intrahepatic 3",Disease,"Cholestasis, progressive familial intrahepatic 3",MESH:C535935,CTD
KIF5B - kinesin family member 5B (human),Choriocarcinoma,Disease,Choriocarcinoma,MESH:D002822,CTD
KIF5B - kinesin family member 5B (human),Choroidal Neovascularization,Disease,Choroidal Neovascularization,MESH:D020256,CTD
KIF5B - kinesin family member 5B (human),Colonic Neoplasms,Disease,Colonic Neoplasms,MESH:D003110,CTD
KIF5B - kinesin family member 5B (human),Colorectal Neoplasms,Disease,Colorectal Neoplasms,MESH:D015179,CTD
KIF5B - kinesin family member 5B (human),Congenital Hypothyroidism,Disease,Congenital Hypothyroidism,MESH:D003409,CTD
KIF5B - kinesin family member 5B (human),Conotruncal cardiac defects,Disease,Conotruncal cardiac defects,MESH:C535464,CTD
KIF5B - kinesin family member 5B (human),"Death, Sudden, Cardiac",Disease,"Death, Sudden, Cardiac",MESH:D016757,CTD
KIF5B - kinesin family member 5B (human),"Dementia, Vascular",Disease,"Dementia, Vascular",MESH:D015140,CTD
KIF5B - kinesin family member 5B (human),Desmoid Tumors,Disease,Desmoid Tumors,MESH:D018222,CTD
KIF5B - kinesin family member 5B (human),Desmoplastic Small Round Cell Tumor,Disease,Desmoplastic Small Round Cell Tumor,MESH:D058405,CTD
KIF5B - kinesin family member 5B (human),Disseminated Intravascular Coagulation,Disease,Disseminated Intravascular Coagulation,MESH:D004211,CTD
KIF5B - kinesin family member 5B (human),Ear Neoplasms,Disease,Ear Neoplasms,MESH:D004428,CTD
KIF5B - kinesin family member 5B (human),"Edema, Cardiac",Disease,"Edema, Cardiac",MESH:D004489,CTD
KIF5B - kinesin family member 5B (human),"Encephalomyelitis, Autoimmune, Experimental",Disease,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681,CTD
KIF5B - kinesin family member 5B (human),Endometrial Neoplasms,Disease,Endometrial Neoplasms,MESH:D016889,CTD
KIF5B - kinesin family member 5B (human),Esophageal Neoplasms,Disease,Esophageal Neoplasms,MESH:D004938,CTD
KIF5B - kinesin family member 5B (human),Esophageal Squamous Cell Carcinoma,Disease,Esophageal Squamous Cell Carcinoma,MESH:D000077277,CTD
KIF5B - kinesin family member 5B (human),Euthyroid Sick Syndromes,Disease,Euthyroid Sick Syndromes,MESH:D005067,CTD
KIF5B - kinesin family member 5B (human),Familial primary gastric lymphoma,Disease,Familial primary gastric lymphoma,MESH:C535648,CTD
