source,relation,target,value,unit,metadata,source_file
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Ductal, Breast",,,MESH:D018270,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Ehrlich Tumor",,,MESH:D002286,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Embryonal",,,MESH:D018236,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Endometrioid",,,MESH:D018269,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Hepatocellular",,,MESH:D006528,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Carcinoma in Situ,,,MESH:D002278,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Islet Cell",,,MESH:D018273,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Large Cell",,,MESH:D018287,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Lewis Lung",,,MESH:D018827,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Lobular",,,MESH:D018275,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Merkel Cell",,,MESH:D015266,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Non-Small-Cell Lung",,,MESH:D002289,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Ovarian Epithelial",,,MESH:D000077216,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Pancreatic Ductal",,,MESH:D021441,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Papillary",,,MESH:D002291,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Renal Cell",,,MESH:D002292,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Small Cell",,,MESH:D018288,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Squamous Cell",,,MESH:D002294,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Transitional Cell",,,MESH:D002295,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Cardiac Complexes, Premature",,,MESH:D005117,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Cardiac Conduction System Disease,,,MESH:D000075224,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Cardiac Output, High",,,MESH:D016534,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Cardiac Output, Low",,,MESH:D002303,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Cardiac Tamponade,,,MESH:D002305,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Cardiovascular Abnormalities,,,MESH:D018376,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Cardiovascular Diseases,,,MESH:D002318,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Central Nervous System Neoplasms,,,MESH:D016543,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Cerebrovascular Disorders,,,MESH:D002561,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Cholangiocarcinoma,,,MESH:D018281,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Cholestasis, Extrahepatic",,,MESH:D001651,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Cholestasis, Intrahepatic",,,MESH:D002780,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Cholestasis, progressive familial intrahepatic 3",,,MESH:C535935,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Choriocarcinoma,,,MESH:D002822,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Choroidal Neovascularization,,,MESH:D020256,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Clear-cell metastatic renal cell carcinoma,,,MESH:C538445,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Colitis-Associated Neoplasms,,,MESH:D000083023,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Colonic Neoplasms,,,MESH:D003110,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Colorectal Neoplasms,,,MESH:D015179,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Congenital Hypothyroidism,,,MESH:D003409,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Conotruncal cardiac defects,,,MESH:C535464,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Corneal Neovascularization,,,MESH:D016510,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Cystadenocarcinoma,,,MESH:D003536,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Death, Sudden, Cardiac",,,MESH:D016757,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Dementia, Vascular",,,MESH:D015140,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Desmoid Tumors,,,MESH:D018222,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Desmoplastic Small Round Cell Tumor,,,MESH:D058405,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Disseminated Intravascular Coagulation,,,MESH:D004211,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Edema, Cardiac",,,MESH:D004489,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Encephalomyelitis, Autoimmune, Experimental",,,MESH:D004681,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Endocrine Gland Neoplasms,,,MESH:D004701,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Endometrial Neoplasms,,,MESH:D016889,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Esophageal Neoplasms,,,MESH:D004938,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Esophageal Squamous Cell Carcinoma,,,MESH:D000077277,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Essential Hypertension,,,MESH:D000075222,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Euthyroid Sick Syndromes,,,MESH:D005067,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Fallopian Tube Neoplasms,,,MESH:D005185,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Familial primary gastric lymphoma,,,MESH:C535648,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Fanconi Anemia,,,MESH:D005199,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Gallbladder Neoplasms,,,MESH:D005706,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Gastrointestinal Neoplasms,,,MESH:D005770,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Gastrointestinal Stromal Tumors,,,MESH:D046152,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Genital Neoplasms, Female",,,MESH:D005833,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Genital Neoplasms, Male",,,MESH:D005834,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Giant Cell Tumor of Bone,,,MESH:D018212,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Glycosuria, Renal",,,MESH:D006030,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Granulosa cell tumor of the ovary,,,MESH:C537296,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Head and Neck Neoplasms,,,MESH:D006258,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Hematologic Neoplasms,,,MESH:D019337,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Hepatic Encephalopathy,,,MESH:D006501,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Hepatic Insufficiency,,,MESH:D048550,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Hepatic Veno-Occlusive Disease,,,MESH:D006504,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Hepatitis, Autoimmune",,,MESH:D019693,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Hypertension,,,MESH:D006973,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Hypertension, Malignant",,,MESH:D006974,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Hypertension, Portal",,,MESH:D006975,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Hypertension, Pregnancy-Induced",,,MESH:D046110,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Hypertension, Pulmonary",,,MESH:D006976,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Hypertension, Renal",,,MESH:D006977,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Hypertension, Renovascular",,,MESH:D006978,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Hyperthyroidism,,,MESH:D006980,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Hypomagnesemia 2, renal",,,MESH:C537152,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Hypothyroidism,,,MESH:D007037,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Idiopathic intracranial hypertension with papilledema,,,MESH:C531795,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Immune Complex Diseases,,,MESH:D007105,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,IMMUNE SUPPRESSION,,,OMIM:146850,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Immune System Diseases,,,MESH:D007154,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Inflammatory Breast Neoplasms,,,MESH:D058922,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Intestinal Neoplasms,,,MESH:D007414,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Intracranial Hypertension,,,MESH:D019586,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Kidney Neoplasms,,,MESH:D007680,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Laryngeal Neoplasms,,,MESH:D007822,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Leukemia,,,marker/mechanism;MESH:D007938,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Erythroblastic, Acute",,,MESH:D004915,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Experimental",,,MESH:D007942,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Leukemia L1210,,,MESH:D007939,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Large Granular Lymphocytic",,,MESH:D054066,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Lymphocytic, Chronic, B-Cell",,,MESH:D015451,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Lymphoid",,,MESH:D007945,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia-Lymphoma, Adult T-Cell",,,MESH:D015459,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Monocytic, Acute",,,MESH:D007948,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",,,MESH:D015464,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Myeloid",,,MESH:D007951,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Myeloid, Acute",,,marker/mechanism;MESH:D015470,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Myelomonocytic, Acute",,,MESH:D015479,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Myelomonocytic, Chronic",,,MESH:D015477,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Plasma Cell",,,MESH:D007952,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, Promyelocytic, Acute",,,MESH:D015473,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Leukemia, T-Cell",,,MESH:D015458,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Leydig Cell Tumor,,,MESH:D007984,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Liver Neoplasms,,,MESH:D008113,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Liver Neoplasms, Experimental",,,marker/mechanism;MESH:D008114,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Lung agenesis,,,MESH:C562992,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Lung Diseases,,,MESH:D008171,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lung Diseases, Interstitial",,,MESH:D017563,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lung Diseases, Obstructive",,,MESH:D008173,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lung Diseases, Parasitic",,,MESH:D008174,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Lung Injury,,,MESH:D055370,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Lung Neoplasms,,,MESH:D008175,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Lymphatic Metastasis,,,MESH:D008207,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Lymphoma,,,MESH:D008223,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, AIDS-Related",,,MESH:D016483,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, B-Cell",,,MESH:D016393,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, Extranodal NK-T-Cell",,,MESH:D054391,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, Follicular",,,MESH:D008224,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, Large B-Cell, Diffuse",,,MESH:D016403,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, Mantle-Cell",,,MESH:D020522,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, Non-Hodgkin",,,MESH:D008228,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, T-Cell",,,MESH:D016399,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, T-Cell, Cutaneous",,,MESH:D016410,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Lymphoma, T-Cell, Peripheral",,,MESH:D016411,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Male Germ Cell Tumor,,,MESH:C564777,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Mammary Neoplasms, Animal",,,MESH:D015674,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Mammary Neoplasms, Experimental",,,MESH:D008325,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Massive Hepatic Necrosis,,,MESH:D047508,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Maxillary Sinus Neoplasms,,,MESH:D008444,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Meningeal Carcinomatosis,,,MESH:D055756,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Mesenteric Vascular Occlusion,,,marker/mechanism;MESH:D008641,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Mixed Tumor, Mullerian",,,MESH:D018200,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Mouth Neoplasms,,,MESH:D009062,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Nasopharyngeal Carcinoma,,,MESH:D000077274,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Nasopharyngeal Neoplasms,,,MESH:D009303,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Neoplasm Invasiveness,,,MESH:D009361,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Neoplasm Metastasis,,,MESH:D009362,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Neoplasm Micrometastasis,,,MESH:D061206,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasm Recurrence, Local",,,MESH:D009364,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Neoplasms,,,MESH:D009369,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Bone Tissue",,,MESH:D018213,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Experimental",,,MESH:D009374,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Fibrous Tissue",,,MESH:D018218,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Germ Cell and Embryonal",,,MESH:D009373,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Glandular and Epithelial",,,MESH:D009375,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Hormone-Dependent",,,MESH:D009376,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Radiation-Induced",,,MESH:D009381,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Second Primary",,,MESH:D016609,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Squamous Cell",,,MESH:D018307,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neoplasms, Unknown Primary",,,MESH:D009382,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neovascularization, Pathologic",,,MESH:D009389,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Nervous System Neoplasms,,,MESH:D009423,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neuritis, Autoimmune, Experimental",,,MESH:D009444,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Neuroectodermal Tumors,,,MESH:D017599,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neuroectodermal Tumors, Primitive",,,MESH:D018242,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Neuroectodermal Tumors, Primitive, Peripheral",,,MESH:D018241,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Neuroendocrine Tumors,,,MESH:D018358,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Neutropenia,,,MESH:D009503,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Nonseminomatous germ cell tumor,,,MESH:C537844,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Nose Neoplasms,,,MESH:D009669,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Ocular Hypertension,,,MESH:D009798,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Ovarian Neoplasms,,,MESH:D010051,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Pancreatic cancer, adult",,,MESH:C535836,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Pancreatic Neoplasms,,,MESH:D010190,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Paraganglioma, Extra-Adrenal",,,MESH:D010236,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Peripheral Vascular Diseases,,,MESH:D016491,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Pharyngeal Neoplasms,,,MESH:D010610,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Phyllodes Tumor,,,MESH:D003557,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Pituitary Neoplasms,,,MESH:D010911,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Pleural Neoplasms,,,MESH:D010997,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Porphyrias, Hepatic",,,MESH:D017094,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Precancerous Conditions,,,MESH:D011230,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D015452,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D054198,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D054218,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Pregnancy Complications, Cardiovascular",,,MESH:D011249,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Prostatic Neoplasms,,,marker/mechanism;MESH:D011471,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Pseudolymphoma,,,MESH:D019310,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Pseudotumor Cerebri,,,MESH:D011559,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Pulmonary Arterial Hypertension,,,MESH:D000081029,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Rectal Neoplasms,,,MESH:D012004,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Renal Aminoacidurias,,,MESH:D000608,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Renal Artery Obstruction,,,MESH:D012078,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Renal hypouricemia,,,MESH:C537757,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Renal Insufficiency,,,MESH:D051437,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Renal Insufficiency, Chronic",,,MESH:D051436,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Retinal Neovascularization,,,MESH:D015861,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Salivary Gland Neoplasms,,,MESH:D012468,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Sebaceous Gland Neoplasms,,,MESH:D012626,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Sinus Arrest, Cardiac",,,MESH:D054138,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Skin Diseases, Vascular",,,MESH:D017445,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Skin Neoplasms,,,MESH:D012878,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Small Cell Lung Carcinoma,,,MESH:D055752,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Soft Tissue Neoplasms,,,MESH:D012983,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Splenic Neoplasms,,,MESH:D013160,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Squamous Cell Carcinoma of Head and Neck,,,MESH:D000077195,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Stomach Neoplasms,,,MESH:D013274,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Testicular Germ Cell Tumor,,,MESH:C563236,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Testicular Neoplasms,,,MESH:D013736,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Thyroid cancer, follicular",,,MESH:C572845,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Thyroid cancer, medullary",,,MESH:C536914,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Thyroid Cancer, Papillary",,,MESH:D000077273,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Thyroid Diseases,,,MESH:D013959,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Thyroid Dysgenesis,,,MESH:D050033,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Thyroid Hormone Metabolism, Abnormal",,,MESH:C566454,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Thyroid Neoplasms,,,MESH:D013964,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Tongue Neoplasms,,,MESH:D014062,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Tracheal Neoplasms,,,MESH:D014134,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Triple Negative Breast Neoplasms,,,MESH:D064726,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Tumor Lysis Syndrome,,,MESH:D015275,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Ureteral Neoplasms,,,MESH:D014516,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Urethral Neoplasms,,,MESH:D014523,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Urinary Bladder Neoplasms,,,marker/mechanism;MESH:D001749,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Urogenital Neoplasms,,,MESH:D014565,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Urologic Neoplasms,,,MESH:D014571,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Uterine Cervical Neoplasms,,,marker/mechanism;MESH:D002583,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Uterine Neoplasms,,,MESH:D014594,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Uveal Neoplasms,,,MESH:D014604,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Vaginal Neoplasms,,,MESH:D014625,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Vascular Calcification,,,MESH:D061205,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Vascular Diseases,,,MESH:D014652,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Vascular Headaches,,,MESH:D014653,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Vascular Malformations,,,MESH:D054079,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Vascular Neoplasms,,,MESH:D019043,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Vascular Remodeling,,,MESH:D066253,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Vascular System Injuries,,,MESH:D057772,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Vulvar Neoplasms,,,MESH:D014846,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Wilms Tumor,,,MESH:D009396,CTD
KDR - kinase insert domain receptor (human),associated_with,Abdominal Neoplasms,,,MESH:D000008,CTD
KDR - kinase insert domain receptor (human),associated_with,"Acidosis, Renal Tubular",,,MESH:D000141,CTD
KDR - kinase insert domain receptor (human),associated_with,Acute Lung Injury,,,MESH:D055371,CTD
KDR - kinase insert domain receptor (human),associated_with,Adenocarcinoma,,,marker/mechanism;MESH:D000230,CTD
KDR - kinase insert domain receptor (human),associated_with,"Adenocarcinoma, Bronchiolo-Alveolar",,,MESH:D002282,CTD
KDR - kinase insert domain receptor (human),associated_with,"Adenocarcinoma, Clear Cell",,,MESH:D018262,CTD
KDR - kinase insert domain receptor (human),associated_with,"Adenocarcinoma, Mucinous",,,MESH:D002288,CTD
KDR - kinase insert domain receptor (human),associated_with,Adenocarcinoma of Lung,,,MESH:D000077192,CTD
KDR - kinase insert domain receptor (human),associated_with,Adrenal Cortex Diseases,,,MESH:D000303,CTD
KDR - kinase insert domain receptor (human),associated_with,Adrenal Cortex Neoplasms,,,MESH:D000306,CTD
KDR - kinase insert domain receptor (human),associated_with,Adrenal Gland Diseases,,,MESH:D000307,CTD
KDR - kinase insert domain receptor (human),associated_with,Adrenal Gland Neoplasms,,,MESH:D000310,CTD
KDR - kinase insert domain receptor (human),associated_with,"Adrenal Hyperplasia, Congenital",,,MESH:D000312,CTD
KDR - kinase insert domain receptor (human),associated_with,Adrenal Insufficiency,,,MESH:D000309,CTD
KDR - kinase insert domain receptor (human),associated_with,Adrenocortical Carcinoma,,,MESH:D018268,CTD
KDR - kinase insert domain receptor (human),associated_with,Anemia,,,MESH:D000740,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Aplastic",,,MESH:D000741,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Diamond-Blackfan",,,MESH:D029503,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Hemolytic",,,MESH:D000743,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Hemolytic, Autoimmune",,,MESH:D000744,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Hypochromic",,,MESH:D000747,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Iron-Deficiency",,,MESH:D018798,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Macrocytic",,,MESH:D000748,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Megaloblastic",,,MESH:D000749,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Refractory, with Excess of Blasts",,,MESH:D000754,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Sickle Cell",,,MESH:D000755,CTD
KDR - kinase insert domain receptor (human),associated_with,"Anemia, Sideroblastic",,,MESH:D000756,CTD
KDR - kinase insert domain receptor (human),associated_with,Anus Neoplasms,,,MESH:D001005,CTD
